"","passive","c1","c2","c3","part_id","sent_id"
"490",0,0.75,0,0,1153,35
"491",0,0.75,0,0,609,35
"492",0,0.75,0,0,1057,35
"493",0,0.75,0,0,545,35
"494",0,0.75,0,0,353,35
"495",0,0.75,0,0,769,35
"496",0,0.75,0,0,705,35
"497",0,-0.25,0.666666666666667,0,97,39
"498",0,-0.25,0.666666666666667,0,1057,39
"499",0,-0.25,0.666666666666667,0,609,39
"500",0,-0.25,0.666666666666667,0,545,39
"501",0,-0.25,0.666666666666667,0,705,39
"502",0,-0.25,0.666666666666667,0,1153,39
"503",0,-0.25,0.666666666666667,0,769,39
"504",0,-0.25,0.666666666666667,0,353,39
"505",0,-0.25,0.666666666666667,0,97,43
"506",0,-0.25,0.666666666666667,0,1057,43
"507",0,-0.25,0.666666666666667,0,609,43
"508",0,-0.25,0.666666666666667,0,545,43
"509",0,-0.25,0.666666666666667,0,769,43
"510",0,-0.25,0.666666666666667,0,353,43
"511",0,-0.25,0.666666666666667,0,1153,43
"512",0,-0.25,0.666666666666667,0,705,43
"513",0,-0.25,-0.333333333333333,0.5,1057,47
"514",0,-0.25,-0.333333333333333,0.5,97,47
"515",0,-0.25,-0.333333333333333,0.5,769,47
"516",0,-0.25,-0.333333333333333,0.5,609,47
"517",0,-0.25,-0.333333333333333,0.5,1153,47
"518",0,-0.25,-0.333333333333333,0.5,353,47
"519",0,-0.25,-0.333333333333333,0.5,705,47
"520",1,-0.25,-0.333333333333333,0.5,545,47
"521",0,0.75,0,0,1057,51
"522",0,0.75,0,0,1153,51
"523",0,0.75,0,0,705,51
"524",0,0.75,0,0,609,51
"525",0,0.75,0,0,545,51
"526",0,0.75,0,0,97,51
"527",0,0.75,0,0,353,51
"528",0,0.75,0,0,769,51
"529",0,-0.25,0.666666666666667,0,609,55
"530",0,-0.25,0.666666666666667,0,97,55
"531",0,-0.25,0.666666666666667,0,705,55
"532",0,-0.25,0.666666666666667,0,1153,55
"533",1,-0.25,0.666666666666667,0,1057,55
"534",0,-0.25,0.666666666666667,0,545,55
"535",0,-0.25,0.666666666666667,0,769,55
"536",0,-0.25,0.666666666666667,0,353,55
"537",0,-0.25,-0.333333333333333,0.5,609,59
"538",0,-0.25,-0.333333333333333,0.5,97,59
"539",0,-0.25,-0.333333333333333,0.5,705,59
"540",0,-0.25,-0.333333333333333,0.5,1153,59
"541",0,-0.25,-0.333333333333333,0.5,1057,59
"542",0,-0.25,-0.333333333333333,0.5,769,59
"543",0,-0.25,-0.333333333333333,0.5,353,59
"544",0,-0.25,-0.333333333333333,0.5,545,59
"545",0,0.75,0,0,353,63
"546",0,0.75,0,0,1153,63
"547",0,0.75,0,0,769,63
"548",0,0.75,0,0,609,63
"549",0,0.75,0,0,97,63
"550",0,0.75,0,0,1057,63
"551",0,0.75,0,0,545,63
"552",0,0.75,0,0,705,63
"553",1,-0.25,0.666666666666667,0,353,67
"554",0,-0.25,0.666666666666667,0,769,67
"555",0,-0.25,0.666666666666667,0,1057,67
"556",0,-0.25,0.666666666666667,0,97,67
"557",1,-0.25,0.666666666666667,0,705,67
"558",0,-0.25,0.666666666666667,0,609,67
"559",0,-0.25,0.666666666666667,0,1153,67
"560",0,-0.25,0.666666666666667,0,545,67
"561",0,-0.25,-0.333333333333333,0.5,769,7
"562",0,-0.25,-0.333333333333333,0.5,97,7
"563",0,-0.25,-0.333333333333333,0.5,705,7
"564",0,-0.25,-0.333333333333333,0.5,1153,7
"565",0,-0.25,-0.333333333333333,0.5,609,7
"566",0,-0.25,-0.333333333333333,0.5,1057,7
"567",0,-0.25,-0.333333333333333,0.5,353,7
